GSM1275862,GSM1275863,GSM1275866,GSM1275867
ENSG00000200220,0,0,0,0
ENSG00000231837,0,0,0,0
ENSG00000263987,0,0,0,0
ENSG00000223254,0,0,0,0
ENSG00000226653,0,0,0,0
ENSG00000207209,0,0,0,0
ENSG00000272443,0,0,0,0
ENSG00000272480,0,0,0,0
ENSG00000207080,0,0,0,0
ENSG00000231791,0,0,0,0
ENSG00000244568,0,0,0,0
ENSG00000230470,0,1,0,0
ENSG00000232036,0,0,0,0
ENSG00000215381,0,0,0,2
ENSG00000284726,3,2,2,4
ENSG00000201405,0,0,0,0
ENSG00000271420,6,4,3,2
ENSG00000232482,1,0,2,1
ENSG00000285779,0,0,0,0
ENSG00000270780,0,0,0,0
ENSG00000232895,0,0,0,0
ENSG00000273698,0,0,0,0
ENSG00000273112,0,0,0,0
ENSG00000173110,22,4,27,4
ENSG00000224203,0,0,0,0
ENSG00000231586,0,0,0,0
ENSG00000143105,0,0,0,0
ENSG00000199710,0,0,0,0
ENSG00000237415,41,26,41,28
ENSG00000232791,0,0,0,0
ENSG00000279774,0,0,0,0
ENSG00000286486,0,0,0,0
ENSG00000244066,0,0,0,0
ENSG00000287531,0,0,0,0
ENSG00000283701,0,0,0,0
ENSG00000207134,0,0,0,0
ENSG00000227773,0,0,0,0
ENSG00000207144,0,0,0,0
ENSG00000237872,0,2,3,0
ENSG00000271267,0,0,0,0
ENSG00000225082,0,0,0,0
ENSG00000223503,0,2,2,0
ENSG00000235089,0,1,0,0
ENSG00000285179,0,0,0,0
ENSG00000223026,0,0,0,0
ENSG00000202167,0,0,0,0
ENSG00000207349,0,0,0,0
ENSG00000252826,0,0,0,0
ENSG00000206737,0,0,0,0
ENSG00000242352,2,0,0,1
ENSG00000270962,0,0,0,0
ENSG00000252105,0,0,0,0
ENSG00000237503,0,0,0,0
ENSG00000276674,0,0,0,0
ENSG00000244457,0,0,0,0
ENSG00000274975,0,0,0,0
ENSG00000229348,0,0,4,0
ENSG00000264293,0,0,0,0
ENSG00000272455,88,62,94,56
ENSG00000215915,8,2,3,4
ENSG00000236085,0,0,0,0
ENSG00000199672,0,1,1,0
ENSG00000201492,2,3,0,0
ENSG00000213028,6,7,7,5
ENSG00000225984,0,0,0,0
ENSG00000178828,0,0,0,0
ENSG00000188784,0,0,0,0
ENSG00000242688,0,0,0,0
ENSG00000177186,0,0,0,0
ENSG00000177174,0,0,0,0
ENSG00000162456,0,0,0,0
ENSG00000227163,0,0,0,0
ENSG00000271647,0,0,0,0
ENSG00000239560,0,0,0,0
ENSG00000196539,0,0,0,0
ENSG00000203661,0,0,0,0
ENSG00000271934,0,0,0,0
ENSG00000227102,0,0,0,0
ENSG00000183310,0,0,0,0
ENSG00000201602,0,0,0,0
ENSG00000271701,0,0,0,0
ENSG00000187238,0,0,0,0
ENSG00000185962,0,0,0,0
ENSG00000159455,0,2,4,0
ENSG00000187173,6,13,12,0
ENSG00000204501,2,0,0,0
ENSG00000228229,0,0,0,0
ENSG00000204481,0,2,0,0
ENSG00000204479,0,0,0,0
ENSG00000224678,0,2,4,0
ENSG00000233401,66,69,56,42
ENSG00000273487,10,13,6,21
ENSG00000226773,0,0,0,0
ENSG00000274481,0,0,0,0
ENSG00000228594,305,360,211,129
ENSG00000268575,58,42,49,43
ENSG00000230942,0,0,0,0
ENSG00000186306,0,0,0,0
ENSG00000203758,0,0,0,0
ENSG00000236257,62,44,53,35
ENSG00000198703,0,0,0,0
ENSG00000227445,0,0,0,0
ENSG00000231434,247,168,408,180
ENSG00000229635,4,6,2,1
ENSG00000207379,0,0,0,0
ENSG00000212601,0,0,0,0
ENSG00000224114,623,569,904,470
ENSG00000199349,0,0,0,0
ENSG00000271680,0,0,0,2
ENSG00000226945,7,7,7,4
ENSG00000198890,321,218,407,167
ENSG00000224550,1580,1587,1687,1116
ENSG00000225854,0,0,0,0
ENSG00000241745,0,0,0,0
ENSG00000228407,0,0,0,0
ENSG00000223429,0,0,0,0
ENSG00000224255,0,0,0,1
ENSG00000236004,0,0,0,0
ENSG00000237663,0,0,0,0
ENSG00000213735,24,37,55,21
ENSG00000272100,1,4,2,2
ENSG00000272226,0,0,6,2
ENSG00000270598,88,76,55,36
ENSG00000223570,0,0,0,0
ENSG00000236773,367,281,508,260
ENSG00000201898,0,0,1,0
ENSG00000221406,1,2,0,0
ENSG00000229742,0,0,0,0
ENSG00000206887,0,0,0,0
ENSG00000266618,0,0,2,1
ENSG00000229991,124,111,249,82
ENSG00000234247,0,0,0,0
ENSG00000237624,17,16,10,18
ENSG00000201457,0,0,0,0
ENSG00000225903,0,0,0,0
ENSG00000225333,11,17,13,17
ENSG00000252413,0,0,0,0
ENSG00000236994,0,0,0,0
ENSG00000275406,0,0,0,0
ENSG00000270287,0,0,0,0
ENSG00000229965,0,0,0,0
ENSG00000223282,0,0,0,0
ENSG00000177770,22,25,23,20
ENSG00000283933,0,0,0,0
ENSG00000264553,10,3,4,5
ENSG00000277452,2,0,3,0
ENSG00000274963,0,1,0,2
ENSG00000253047,0,0,0,0
ENSG00000276103,0,1,0,0
ENSG00000206931,0,0,0,0
ENSG00000236713,14,13,19,16
ENSG00000224690,11,7,12,11
ENSG00000203804,0,0,0,0
ENSG00000276255,2,0,2,0
ENSG00000284163,0,0,0,0
ENSG00000224566,13,14,16,11
ENSG00000287895,5,3,7,1
ENSG00000280157,12,12,13,12
ENSG00000227625,0,0,0,0
ENSG00000162913,18,23,14,3
ENSG00000269934,107,74,94,28
ENSG00000270110,4,2,1,0
ENSG00000286773,0,0,0,0
ENSG00000287315,81,32,32,3
ENSG00000270104,0,0,0,0
ENSG00000284311,0,0,0,0
ENSG00000230841,2,0,0,0
ENSG00000266174,0,0,0,0
ENSG00000279306,3,0,0,2
ENSG00000202056,0,0,0,0
ENSG00000251823,0,0,0,0
ENSG00000234917,0,1,0,0
ENSG00000227312,0,0,0,0
ENSG00000239106,0,0,0,0
ENSG00000250135,0,0,0,0
ENSG00000224066,7,3,8,4
ENSG00000277617,0,0,0,0
ENSG00000252450,0,0,0,0
ENSG00000162526,24,4,16,3
ENSG00000206651,1,0,1,4
ENSG00000252777,0,0,0,0
ENSG00000233427,1,2,2,0
ENSG00000199756,0,0,0,0
ENSG00000225616,369,369,1092,549
ENSG00000206704,0,0,0,0
ENSG00000277958,0,0,0,0
ENSG00000225750,0,0,1,0
ENSG00000277916,0,0,0,0
ENSG00000237934,4,0,0,0
ENSG00000286231,0,0,0,0
ENSG00000221571,0,0,0,0
ENSG00000276642,0,0,0,0
ENSG00000272823,20,27,40,28
ENSG00000238078,78,49,141,73
ENSG00000260505,0,0,0,0
ENSG00000235163,0,0,0,0
ENSG00000234863,0,0,0,0
ENSG00000226226,13,8,29,12
ENSG00000243872,0,0,0,0
ENSG00000236535,0,0,0,0
ENSG00000225713,0,0,0,0
ENSG00000215867,0,2,0,0
ENSG00000201028,0,0,0,0
ENSG00000284830,1,2,2,0
ENSG00000232558,0,0,0,0
ENSG00000237556,0,0,0,0
ENSG00000228548,2,0,0,0
ENSG00000238183,0,0,0,0
ENSG00000228525,0,0,0,0
ENSG00000233706,0,0,0,0
ENSG00000287532,0,0,0,0
ENSG00000270149,0,0,0,0
ENSG00000232879,0,1,0,0
ENSG00000238934,1,2,2,0
ENSG00000235549,0,0,0,0
ENSG00000206654,0,0,0,0
ENSG00000222378,0,0,0,0
ENSG00000287422,0,0,2,0
ENSG00000226438,0,0,0,0
ENSG00000217897,0,4,0,0
ENSG00000288674,0,0,0,0
ENSG00000228625,0,0,0,0
ENSG00000261654,2,6,6,4
ENSG00000225672,0,0,0,0
ENSG00000252760,0,0,0,0
ENSG00000272982,0,0,0,0
ENSG00000273221,0,0,0,0
ENSG00000238365,1,1,2,2
ENSG00000237920,0,0,0,0
ENSG00000226855,12,10,4,9
ENSG00000228264,127,149,101,89
ENSG00000284710,0,0,0,0
ENSG00000288670,189,141,253,156
ENSG00000200175,0,0,0,0
ENSG00000229357,1,0,2,0
ENSG00000248642,0,0,0,0
ENSG00000248442,0,0,0,0
ENSG00000251686,0,0,0,0
ENSG00000249197,0,0,0,0
ENSG00000288636,0,0,0,0
ENSG00000234379,0,0,0,0
ENSG00000225447,7,2,1,1
ENSG00000234329,0,0,0,0
ENSG00000230896,22,7,15,14
ENSG00000227000,0,0,0,0
ENSG00000217644,0,0,0,0
ENSG00000276645,0,0,0,0
ENSG00000278997,10,16,10,11
ENSG00000279179,3,7,7,2
ENSG00000284721,0,0,0,0
ENSG00000225934,0,2,0,0
ENSG00000215812,0,0,0,0
ENSG00000230005,0,0,1,0
ENSG00000274178,0,6,0,0
ENSG00000274764,0,0,0,0
ENSG00000277862,0,1,0,0
ENSG00000236179,0,0,0,0
ENSG00000275774,2,2,0,0
ENSG00000233336,0,0,0,0
ENSG00000179412,0,0,0,0
ENSG00000202385,0,0,0,0
ENSG00000234518,1088,868,1377,815
ENSG00000277058,0,0,0,0
ENSG00000238015,0,0,0,0
ENSG00000235400,240,226,319,210
ENSG00000254942,0,0,0,0
ENSG00000206832,0,0,0,1
ENSG00000225113,0,0,0,0
ENSG00000284443,0,0,0,0
ENSG00000228703,0,0,0,0
ENSG00000235045,3,1,2,0
ENSG00000073756,110,24,153,91
ENSG00000228040,0,0,0,0
ENSG00000229020,112,108,120,79
ENSG00000272512,0,4,0,4
ENSG00000231702,0,0,0,0
ENSG00000242590,0,0,0,0
ENSG00000256407,2,0,0,0
ENSG00000198711,19,30,28,17
ENSG00000237173,0,0,0,0
ENSG00000227453,0,0,0,0
ENSG00000232964,0,0,0,0
ENSG00000235817,0,0,0,0
ENSG00000202063,0,0,0,0
ENSG00000287395,0,0,3,0
ENSG00000240502,0,0,0,0
ENSG00000287064,0,0,0,0
ENSG00000233647,0,0,0,0
ENSG00000236476,0,0,0,0
ENSG00000199595,0,0,0,0
ENSG00000241347,0,0,0,0
ENSG00000236809,19,39,33,18
ENSG00000238137,2,3,13,4
ENSG00000223649,0,0,0,0
ENSG00000261314,0,0,0,0
ENSG00000224763,44,49,47,19
ENSG00000181227,0,0,0,0
ENSG00000206620,0,0,0,0
ENSG00000207241,0,0,0,0
ENSG00000201487,0,0,0,0
ENSG00000057468,6,4,4,1
ENSG00000207139,0,0,0,0
ENSG00000213046,0,0,0,0
ENSG00000235582,34,23,42,19
ENSG00000233040,6,10,20,4
ENSG00000287113,0,0,0,0
ENSG00000283836,0,0,0,0
ENSG00000224727,23,27,51,20
ENSG00000265201,0,0,0,0
ENSG00000236031,2,2,8,0
ENSG00000226766,0,0,0,0
ENSG00000232184,0,0,0,0
ENSG00000228939,0,0,0,3
ENSG00000260460,2,0,0,0
ENSG00000272068,0,0,0,2
ENSG00000237588,0,0,0,0
ENSG00000287624,0,0,0,0
ENSG00000265538,1,0,0,0
ENSG00000275816,0,0,2,0
ENSG00000200262,0,0,0,0
ENSG00000213478,346,326,624,395
ENSG00000233406,75,42,35,18
ENSG00000232027,0,0,0,0
ENSG00000206595,0,0,0,0
ENSG00000252032,0,0,0,0
ENSG00000285268,0,0,0,0
ENSG00000234711,0,0,0,0
ENSG00000283040,0,0,0,0
ENSG00000237330,0,0,0,0
ENSG00000223823,0,0,0,0
ENSG00000272141,0,2,0,0
ENSG00000239794,0,0,0,0
ENSG00000241073,0,0,0,0
ENSG00000226952,0,0,0,0
ENSG00000271415,0,2,0,0
ENSG00000225169,0,0,1,0
ENSG00000230287,1,1,1,0
ENSG00000207750,1,1,0,1
ENSG00000203325,3,0,1,2
ENSG00000266203,0,0,0,0
ENSG00000276493,0,2,0,1
ENSG00000231346,4,5,13,4
ENSG00000206680,0,0,0,0
ENSG00000207523,15,11,10,8
ENSG00000207022,1,1,0,0
ENSG00000252121,0,0,0,0
ENSG00000239710,0,0,0,0
ENSG00000287797,2,2,0,0
ENSG00000252752,0,0,0,0
ENSG00000222664,0,0,0,0
ENSG00000251837,0,0,0,0
ENSG00000235432,0,0,0,0
ENSG00000251914,0,0,0,0
ENSG00000221808,0,0,0,0
ENSG00000233072,1,0,0,0
ENSG00000236073,0,0,0,0
ENSG00000235112,0,0,0,0
ENSG00000287192,0,0,3,0
ENSG00000231105,7,1,6,1
ENSG00000251789,0,0,0,0
ENSG00000178395,0,0,0,0
ENSG00000206835,0,0,0,0
ENSG00000237324,2,0,6,2
ENSG00000233894,0,0,0,0
ENSG00000162621,0,0,0,0
ENSG00000272864,9,6,0,1
ENSG00000259030,65,34,73,45
ENSG00000215909,0,0,0,0
ENSG00000222952,0,0,0,0
ENSG00000237445,0,0,0,0
ENSG00000253085,0,0,0,0
ENSG00000199352,0,0,0,0
ENSG00000201588,0,0,0,0
ENSG00000199337,0,0,0,0
ENSG00000200381,0,0,0,0
ENSG00000199396,0,0,0,0
ENSG00000200624,0,0,0,0
ENSG00000202521,0,0,0,0
ENSG00000200343,0,0,0,0
ENSG00000201321,0,0,0,0
ENSG00000199910,0,0,0,0
ENSG00000199334,0,0,0,0
ENSG00000199270,0,0,0,0
ENSG00000202526,0,0,0,0
ENSG00000201355,0,0,0,0
ENSG00000201925,0,0,0,0
ENSG00000202257,0,0,0,0
ENSG00000200370,0,0,0,0
ENSG00000212237,2,5,1,1
ENSG00000183929,6,12,18,6
ENSG00000206878,2,4,0,0
ENSG00000284964,0,0,0,0
ENSG00000206828,0,0,0,0
ENSG00000284842,0,0,0,0
ENSG00000275229,0,0,0,0
ENSG00000226500,0,0,0,0
ENSG00000183598,4,4,4,3
ENSG00000184260,3,6,6,2
ENSG00000184270,0,0,0,2
ENSG00000231333,2,6,3,2
ENSG00000170128,0,0,0,0
ENSG00000201032,0,0,0,0
ENSG00000226970,147,166,144,108
ENSG00000199959,0,0,0,0
ENSG00000285361,2,2,4,4
ENSG00000228153,0,0,0,0
ENSG00000252650,0,0,0,0
ENSG00000251861,0,0,0,0
ENSG00000287197,0,0,0,0
ENSG00000229657,16,24,28,23
ENSG00000174529,33,27,46,35
ENSG00000271580,6,2,10,2
ENSG00000223306,0,0,0,0
ENSG00000234112,0,0,0,0
ENSG00000242861,0,0,0,0
ENSG00000255835,0,0,0,0
ENSG00000284519,0,0,0,0
ENSG00000248322,0,0,0,0
ENSG00000213032,0,0,0,0
ENSG00000253086,1,0,0,0
ENSG00000272432,4,3,7,0
ENSG00000261349,5,5,5,2
ENSG00000259984,0,3,1,0
ENSG00000238084,173,164,217,116
ENSG00000199840,0,0,0,0
ENSG00000211581,0,0,0,0
ENSG00000266160,0,0,0,0
ENSG00000252317,0,0,0,0
ENSG00000233519,0,0,0,0
ENSG00000224359,0,0,1,2
ENSG00000226014,0,0,0,0
ENSG00000231440,0,0,0,0
ENSG00000228844,3,9,10,5
ENSG00000251750,0,0,0,0
ENSG00000234872,0,0,0,0
ENSG00000187862,0,1,0,0
ENSG00000203663,0,2,0,0
ENSG00000198128,0,0,0,0
ENSG00000171180,0,0,0,2
ENSG00000204505,0,0,0,0
ENSG00000177151,0,0,0,0
ENSG00000180708,0,0,0,0
ENSG00000179023,0,2,0,0
ENSG00000250734,0,0,0,1
ENSG00000236940,0,0,0,0
ENSG00000232937,0,0,0,0
ENSG00000269489,0,0,0,0
ENSG00000213171,0,0,0,0
ENSG00000196407,16,7,44,16
ENSG00000223810,0,0,2,0
ENSG00000229713,0,0,0,0
ENSG00000233819,0,1,0,0
ENSG00000240386,4,4,1,0
ENSG00000172155,0,0,2,0
ENSG00000236274,0,0,0,0
ENSG00000186603,12,16,2,0
ENSG00000197454,0,0,0,0
ENSG00000252506,0,0,0,0
ENSG00000252051,0,0,0,0
ENSG00000230331,0,0,0,0
ENSG00000226920,0,0,0,0
ENSG00000279667,0,2,2,0
ENSG00000238186,0,0,0,0
ENSG00000286838,0,0,0,0
ENSG00000236505,0,0,0,0
ENSG00000229820,43,29,40,24
ENSG00000221216,1,0,0,0
ENSG00000242125,109,136,98,98
ENSG00000274266,0,0,0,0
ENSG00000200087,15,2,5,6
ENSG00000231468,0,0,0,0
ENSG00000279443,7,12,4,9
ENSG00000221539,0,0,0,0
ENSG00000278274,0,0,0,0
ENSG00000273544,0,0,0,0
ENSG00000280498,0,0,0,0
ENSG00000274582,0,0,0,0
ENSG00000270103,0,0,0,0
ENSG00000225522,0,0,0,0
ENSG00000219133,3,5,0,0
ENSG00000280924,0,0,0,0
ENSG00000237848,0,0,0,0
ENSG00000236779,47,40,72,19
ENSG00000200408,0,0,0,0
ENSG00000240219,0,2,4,5
ENSG00000228729,0,0,0,0
ENSG00000236636,18,14,21,3
ENSG00000287525,0,0,0,0
ENSG00000233940,0,0,0,0
ENSG00000228348,81,106,186,88
ENSG00000201868,0,0,0,0
ENSG00000240374,0,0,0,0
ENSG00000201542,0,0,0,0
ENSG00000233125,0,0,0,0
ENSG00000242764,0,0,0,0
ENSG00000223787,0,0,2,0
ENSG00000229992,0,0,0,0
ENSG00000201317,0,0,0,0
ENSG00000225505,0,0,2,0
ENSG00000234202,0,0,0,0
ENSG00000223896,0,0,0,0
ENSG00000279111,0,0,0,0
ENSG00000187701,0,0,0,0
ENSG00000231237,0,0,0,0
ENSG00000203757,0,1,0,0
ENSG00000229724,0,0,0,0
ENSG00000180409,0,0,0,0
ENSG00000196266,0,0,0,0
ENSG00000196772,0,0,0,0
ENSG00000232908,1,0,2,1
ENSG00000197591,0,0,0,0
ENSG00000238243,31,14,8,4
ENSG00000177275,0,0,0,0
ENSG00000226191,2,0,0,0
ENSG00000224830,0,0,0,0
ENSG00000279263,0,0,0,0
ENSG00000197532,0,0,0,0
ENSG00000234512,0,0,0,0
ENSG00000235907,2,2,0,0
ENSG00000198104,0,0,0,0
ENSG00000177233,0,0,0,0
ENSG00000162727,0,0,0,0
ENSG00000198601,0,0,0,0
ENSG00000239428,0,0,0,0
ENSG00000234333,0,0,0,0
ENSG00000270620,0,0,0,0
ENSG00000234607,0,0,0,0
ENSG00000231353,0,0,0,0
ENSG00000275503,0,0,0,0
ENSG00000224966,0,0,0,0
ENSG00000233078,0,0,0,0
ENSG00000285986,0,0,0,0
ENSG00000177462,2,2,6,0
ENSG00000278480,0,0,0,0
ENSG00000236045,0,0,0,0
ENSG00000169214,0,0,0,0
ENSG00000239395,0,0,0,0
ENSG00000153230,0,0,0,0
ENSG00000177201,0,0,0,0
ENSG00000177212,0,2,0,2
ENSG00000242769,0,0,0,0
ENSG00000201900,0,0,1,0
ENSG00000182783,0,0,0,0
ENSG00000278267,0,0,0,0
ENSG00000284332,0,0,0,0
ENSG00000186092,0,0,0,0
ENSG00000239945,0,0,0,0
ENSG00000233750,2,0,1,0
ENSG00000222623,0,0,0,0
ENSG00000241599,0,0,0,0
ENSG00000188558,0,0,0,0
ENSG00000197437,0,0,0,0
ENSG00000221888,0,0,0,0
ENSG00000228198,0,0,0,0
ENSG00000184022,0,0,0,0
ENSG00000197403,0,0,0,0
ENSG00000279301,0,0,0,0
ENSG00000198967,0,0,0,0
ENSG00000163554,24,6,19,2
ENSG00000229051,0,0,0,0
ENSG00000207721,27,34,33,20
ENSG00000226324,0,0,0,0
ENSG00000231985,0,0,0,0
ENSG00000271618,0,0,0,0
ENSG00000259357,0,0,0,0
ENSG00000200759,0,0,2,0
ENSG00000162783,1801,1669,1569,829
ENSG00000229022,3,6,3,0
ENSG00000235990,0,0,0,0
ENSG00000196289,0,0,0,0
ENSG00000213026,55,80,90,86
ENSG00000224625,0,0,0,1
ENSG00000277099,0,0,0,0
ENSG00000264720,1,0,0,0
ENSG00000248458,6,5,12,0
ENSG00000231080,0,0,0,0
ENSG00000229400,1,0,0,0
ENSG00000286719,0,0,0,0
ENSG00000120337,4,0,8,4
ENSG00000212916,71,59,88,42
ENSG00000196944,0,0,0,0
ENSG00000172410,0,0,0,0
ENSG00000186440,0,0,0,0
ENSG00000197241,0,0,0,0
ENSG00000196171,0,0,0,0
ENSG00000187170,0,0,0,0
ENSG00000226029,49,37,78,43
ENSG00000277344,0,0,0,0
ENSG00000225710,0,0,0,0
ENSG00000169717,0,0,0,0
ENSG00000283572,0,0,0,0
ENSG00000226286,0,0,0,0
ENSG00000279839,0,0,0,0
ENSG00000231978,0,0,0,0
ENSG00000232037,2,2,0,0
ENSG00000219073,0,0,0,0
ENSG00000285959,0,0,0,0
ENSG00000273610,0,0,0,0
ENSG00000201919,0,0,0,0
ENSG00000142789,0,0,0,0
ENSG00000278124,0,0,0,0
ENSG00000201273,0,0,0,0
ENSG00000218510,56,57,68,27
ENSG00000285752,33,21,25,15
ENSG00000285794,0,0,0,0
ENSG00000230068,0,0,2,0
ENSG00000271428,0,1,2,2
ENSG00000266564,0,0,0,0
ENSG00000252692,0,0,0,0
ENSG00000225483,0,0,0,0
ENSG00000236889,0,0,0,0
ENSG00000229509,2,0,2,1
ENSG00000278465,0,0,0,0
ENSG00000162888,13,9,6,2
ENSG00000261000,1,0,1,0
ENSG00000234981,43,48,74,26
ENSG00000279946,0,0,0,0
ENSG00000197084,0,0,0,0
ENSG00000273213,40,42,73,29
ENSG00000183586,68,72,129,62
ENSG00000186207,0,0,1,0
ENSG00000169509,0,0,0,0
ENSG00000185966,0,0,0,0
ENSG00000163202,0,0,0,0
ENSG00000264592,0,0,0,0
ENSG00000231849,0,0,0,0
ENSG00000270115,0,7,2,0
ENSG00000184389,0,0,0,0
ENSG00000284154,2,4,1,6
ENSG00000222112,15,19,29,19
ENSG00000263841,0,0,0,0
ENSG00000285867,33,9,46,28
ENSG00000286379,30,54,62,42
ENSG00000222821,0,0,0,0
ENSG00000201448,1,0,1,2
ENSG00000232237,2,6,2,2
ENSG00000225857,2,2,3,0
ENSG00000243155,3,11,7,6
ENSG00000232586,3,0,4,7
ENSG00000251520,3,0,5,5
ENSG00000270711,2,0,0,0
ENSG00000237003,0,0,0,0
ENSG00000225297,0,0,0,0
ENSG00000229567,0,0,2,0
ENSG00000274386,2,4,13,11
ENSG00000263793,0,0,0,0
ENSG00000266802,0,0,0,0
ENSG00000229010,0,0,0,0
ENSG00000206935,0,0,0,0
ENSG00000252578,0,0,0,0
ENSG00000196734,0,0,2,0
ENSG00000186844,0,0,0,0
ENSG00000235942,0,0,0,0
ENSG00000184148,0,0,0,0
ENSG00000252920,0,0,0,0
ENSG00000222552,0,0,0,0
ENSG00000196184,0,0,0,0
ENSG00000230703,0,0,0,0
ENSG00000249007,0,0,0,0
ENSG00000232296,0,0,0,0
ENSG00000235811,0,0,0,0
ENSG00000212512,0,0,0,0
ENSG00000227109,0,0,0,0
ENSG00000226552,0,0,0,0
ENSG00000221390,0,0,0,0
ENSG00000283598,0,0,0,0
ENSG00000237842,513,419,600,296
ENSG00000224520,4,2,6,0
ENSG00000235700,0,3,2,4
ENSG00000232864,30,27,22,12
ENSG00000224834,300,257,499,261
ENSG00000201148,0,0,0,0
ENSG00000270241,0,0,0,0
ENSG00000268154,2,0,2,1
ENSG00000271380,9,1,4,2
ENSG00000264349,0,0,3,0
ENSG00000163354,21,18,24,15
ENSG00000226664,0,0,0,0
ENSG00000226487,0,0,0,0
ENSG00000223945,1,3,0,1
ENSG00000273825,0,0,0,0
ENSG00000271644,14,14,18,15
ENSG00000281571,0,0,0,0
ENSG00000223612,363,314,435,237
ENSG00000280778,0,0,0,0
ENSG00000201558,0,0,0,0
ENSG00000201789,0,0,0,0
ENSG00000271121,0,0,0,0
ENSG00000206700,0,0,0,0
ENSG00000235105,402,610,541,736
ENSG00000223175,0,0,0,0
ENSG00000232514,0,0,0,0
ENSG00000287661,0,0,0,0
ENSG00000230114,0,0,0,0
ENSG00000225623,0,0,0,0
ENSG00000237478,0,0,0,0
ENSG00000215887,0,0,0,0
ENSG00000279324,0,0,0,0
ENSG00000233595,0,0,0,0
ENSG00000177452,4,0,1,3
ENSG00000228056,0,0,0,0
ENSG00000233328,1401,1547,1345,1102
ENSG00000230364,27,18,8,10
ENSG00000232261,0,0,0,0
ENSG00000271459,0,0,0,0
ENSG00000253060,0,0,0,0
ENSG00000276442,0,0,0,0
ENSG00000271439,0,0,0,0
ENSG00000207205,0,0,2,0
ENSG00000233586,0,0,0,0
ENSG00000227212,6,6,10,2
ENSG00000229002,0,0,0,0
ENSG00000275291,0,0,0,0
ENSG00000278099,0,0,0,0
ENSG00000277918,0,0,0,0
ENSG00000266417,0,0,0,0
ENSG00000273062,10,4,11,2
ENSG00000228196,62,55,84,39
ENSG00000201791,0,0,0,0
ENSG00000285818,0,0,0,0
ENSG00000182898,0,0,0,0
ENSG00000215853,0,0,0,0
ENSG00000197915,30,22,11,6
ENSG00000271291,0,0,0,0
ENSG00000207501,0,0,0,0
ENSG00000241188,0,0,0,0
ENSG00000287810,0,0,0,0
ENSG00000175793,0,3,6,2
ENSG00000172746,10,7,4,1
ENSG00000225294,8,10,7,5
ENSG00000188782,0,0,0,0
ENSG00000278572,0,0,0,0
ENSG00000270733,0,0,2,0
ENSG00000223583,0,0,3,2
ENSG00000288527,0,0,0,0
ENSG00000239007,0,0,0,0
ENSG00000201003,0,0,0,0
ENSG00000229687,0,0,0,0
ENSG00000254539,0,0,0,0
ENSG00000229106,24,21,39,26
ENSG00000232557,0,0,0,0
ENSG00000264926,0,0,0,0
ENSG00000215905,0,0,0,0
ENSG00000213060,0,0,0,0
ENSG00000224600,0,0,1,0
ENSG00000233540,0,0,0,0
ENSG00000283844,0,0,0,0
ENSG00000283152,0,0,0,0
ENSG00000208024,0,0,0,0
ENSG00000287336,1,2,2,0
ENSG00000206684,0,0,0,0
ENSG00000201758,0,0,0,0
ENSG00000252073,0,0,0,0
ENSG00000252282,0,0,0,0
ENSG00000251754,0,0,0,0
ENSG00000223353,0,0,0,0
ENSG00000201170,0,0,0,0
ENSG00000232192,0,0,0,0
ENSG00000232793,0,0,0,0
ENSG00000168148,4,7,0,1
ENSG00000235055,0,0,0,0
ENSG00000228431,0,0,2,2
ENSG00000234383,127,119,148,95
ENSG00000221203,0,0,0,0
ENSG00000229133,26,33,34,20
ENSG00000284637,0,0,0,0
ENSG00000237568,0,0,0,0
ENSG00000238081,52,41,94,38
ENSG00000233235,0,0,0,0
ENSG00000188340,0,0,0,0
ENSG00000203852,0,0,0,0
ENSG00000270276,4,1,5,1
ENSG00000288825,0,0,0,0
ENSG00000184678,226,291,369,235
ENSG00000270882,4,5,14,6
ENSG00000203811,0,0,0,0
ENSG00000175143,0,0,0,0
ENSG00000187180,2,0,3,2
ENSG00000196242,0,2,0,0
ENSG00000224494,0,0,0,0
ENSG00000227288,20,17,27,10
ENSG00000227960,0,0,0,0
ENSG00000236676,0,0,0,0
ENSG00000234683,0,0,0,0
ENSG00000215875,1,1,2,0
ENSG00000244057,0,0,0,0
ENSG00000179862,57,221,85,85
ENSG00000286668,0,0,0,0
ENSG00000233118,0,0,0,0
ENSG00000281207,8,24,14,19
ENSG00000215893,0,0,4,0
ENSG00000286600,0,0,0,0
ENSG00000227048,0,0,0,0
ENSG00000224818,0,0,0,0
ENSG00000264802,0,0,0,0
ENSG00000200942,0,1,0,0
ENSG00000221028,0,0,0,0
ENSG00000277681,5,0,3,0
ENSG00000278549,0,0,0,0
ENSG00000289565,0,0,0,0
ENSG00000235299,0,0,0,0
ENSG00000252750,0,0,0,0
ENSG00000271810,0,0,0,0
ENSG00000234790,0,0,1,0
ENSG00000275933,0,0,0,0
ENSG00000275538,0,0,0,0
ENSG00000213987,0,0,0,0
ENSG00000221673,0,0,0,0
ENSG00000207590,0,0,0,0
ENSG00000207624,0,0,0,1
ENSG00000232134,314,312,292,130
ENSG00000281696,0,0,0,0
ENSG00000222370,0,0,0,0
ENSG00000270585,2,4,1,0
ENSG00000270708,0,0,0,0
ENSG00000218283,2651,2539,3033,2327
ENSG00000213033,0,0,0,1
ENSG00000230318,0,0,2,0
ENSG00000232883,54,57,12,9
ENSG00000226927,0,0,0,0
